0 ; 0.97399 ; 0.351137
0.05 ; 0.949337 ; 0.352207
0.1 ; 0.925919 ; 0.35321
0.15 ; 0.903631 ; 0.354148
0.2 ; 0.882377 ; 0.35502
0.25 ; 0.862073 ; 0.355828
0.3 ; 0.842645 ; 0.356572
0.35 ; 0.824025 ; 0.357252
0.4 ; 0.806154 ; 0.35787
0.45 ; 0.788978 ; 0.358427
0.5 ; 0.772448 ; 0.358921
0.55 ; 0.75652 ; 0.359356
0.6 ; 0.741155 ; 0.35973
0.65 ; 0.726316 ; 0.360045
0.7 ; 0.711969 ; 0.360302
0.75 ; 0.698086 ; 0.360501
0.8 ; 0.684639 ; 0.360642
0.85 ; 0.671602 ; 0.360727
0.9 ; 0.658952 ; 0.360757
0.95 ; 0.646668 ; 0.360732
1 ; 0.634731 ; 0.360652
1.05 ; 0.623122 ; 0.360519
1.1 ; 0.611824 ; 0.360333
1.15 ; 0.600823 ; 0.360095
1.2 ; 0.590104 ; 0.359806
1.25 ; 0.579653 ; 0.359466
1.3 ; 0.569458 ; 0.359076
1.35 ; 0.559508 ; 0.358638
1.4 ; 0.549791 ; 0.358151
1.45 ; 0.540299 ; 0.357616
1.5 ; 0.531021 ; 0.357035
1.55 ; 0.521948 ; 0.356408
1.6 ; 0.513073 ; 0.355736
1.65 ; 0.504387 ; 0.355019
1.7 ; 0.495884 ; 0.354259
1.75 ; 0.487556 ; 0.353455
1.8 ; 0.479398 ; 0.35261
1.85 ; 0.471402 ; 0.351723
1.9 ; 0.463564 ; 0.350796
1.95 ; 0.455878 ; 0.349829
2 ; 0.448339 ; 0.348823
2.05 ; 0.440942 ; 0.347778
2.1 ; 0.433682 ; 0.346696
2.15 ; 0.426556 ; 0.345577
2.2 ; 0.419558 ; 0.344423
2.25 ; 0.412686 ; 0.343233
2.3 ; 0.405935 ; 0.342008
2.35 ; 0.399301 ; 0.34075
2.4 ; 0.392783 ; 0.339459
2.45 ; 0.386376 ; 0.338136
2.5 ; 0.380077 ; 0.336781
2.55 ; 0.373883 ; 0.335395
2.6 ; 0.367792 ; 0.33398
2.65 ; 0.361801 ; 0.332535
2.7 ; 0.355907 ; 0.331062
2.75 ; 0.350108 ; 0.32956
2.8 ; 0.344402 ; 0.328032
2.85 ; 0.338786 ; 0.326477
2.9 ; 0.333258 ; 0.324897
2.95 ; 0.327817 ; 0.323292
3 ; 0.322459 ; 0.321662
3.05 ; 0.317184 ; 0.320009
3.1 ; 0.31199 ; 0.318333
3.15 ; 0.306874 ; 0.316634
3.2 ; 0.301835 ; 0.314914
3.25 ; 0.296872 ; 0.313173
3.3 ; 0.291983 ; 0.311412
3.35 ; 0.287165 ; 0.309631
3.4 ; 0.282419 ; 0.307831
3.45 ; 0.277742 ; 0.306013
3.5 ; 0.273134 ; 0.304177
3.55 ; 0.268592 ; 0.302324
3.6 ; 0.264116 ; 0.300455
3.65 ; 0.259704 ; 0.29857
3.7 ; 0.255355 ; 0.296669
3.75 ; 0.251068 ; 0.294754
3.8 ; 0.246842 ; 0.292824
3.85 ; 0.242676 ; 0.290882
3.9 ; 0.238568 ; 0.288926
3.95 ; 0.234519 ; 0.286958
4 ; 0.230526 ; 0.284978
4.05 ; 0.226589 ; 0.282987
4.1 ; 0.222707 ; 0.280985
4.15 ; 0.218878 ; 0.278972
4.2 ; 0.215104 ; 0.276951
4.25 ; 0.211381 ; 0.27492
4.3 ; 0.20771 ; 0.27288
4.35 ; 0.204089 ; 0.270832
4.4 ; 0.200519 ; 0.268777
4.45 ; 0.196998 ; 0.266714
4.5 ; 0.193525 ; 0.264645
4.55 ; 0.1901 ; 0.262569
4.6 ; 0.186722 ; 0.260488
4.65 ; 0.18339 ; 0.258402
4.7 ; 0.180104 ; 0.25631
4.75 ; 0.176864 ; 0.254215
4.8 ; 0.173667 ; 0.252115
4.85 ; 0.170515 ; 0.250012
4.9 ; 0.167406 ; 0.247906
4.95 ; 0.16434 ; 0.245797
5 ; 0.161316 ; 0.243685
5.05 ; 0.158333 ; 0.241572
5.1 ; 0.155392 ; 0.239458
5.15 ; 0.152491 ; 0.237342
5.2 ; 0.14963 ; 0.235226
5.25 ; 0.146809 ; 0.233109
5.3 ; 0.144027 ; 0.230993
5.35 ; 0.141284 ; 0.228876
5.4 ; 0.138579 ; 0.226761
5.45 ; 0.135912 ; 0.224646
5.5 ; 0.133282 ; 0.222534
5.55 ; 0.130689 ; 0.220422
5.6 ; 0.128132 ; 0.218313
5.65 ; 0.125611 ; 0.216207
5.7 ; 0.123127 ; 0.214103
5.75 ; 0.120677 ; 0.212002
5.8 ; 0.118263 ; 0.209905
5.85 ; 0.115882 ; 0.207811
5.9 ; 0.113537 ; 0.205722
5.95 ; 0.111225 ; 0.203636
6 ; 0.108946 ; 0.201555
6.05 ; 0.106701 ; 0.199479
6.1 ; 0.104488 ; 0.197408
6.15 ; 0.102308 ; 0.195342
6.2 ; 0.10016 ; 0.193283
6.25 ; 0.0980444 ; 0.191228
6.3 ; 0.09596 ; 0.189181
6.35 ; 0.0939069 ; 0.187139
6.4 ; 0.0918848 ; 0.185104
6.45 ; 0.0898933 ; 0.183076
6.5 ; 0.0879322 ; 0.181055
6.55 ; 0.0860013 ; 0.179042
6.6 ; 0.0841002 ; 0.177035
6.65 ; 0.0822287 ; 0.175037
6.7 ; 0.0803865 ; 0.173047
6.75 ; 0.0785734 ; 0.171065
6.8 ; 0.076789 ; 0.169091
6.85 ; 0.0750332 ; 0.167126
6.9 ; 0.0733056 ; 0.16517
6.95 ; 0.0716061 ; 0.163223
