1.0 ; 0.475
0.967837 ; 0.474397
0.937558 ; 0.47368
0.908982 ; 0.472854
0.881952 ; 0.471921
0.856332 ; 0.470885
0.832 ; 0.46975
0.808849 ; 0.468517
0.786786 ; 0.467192
0.765725 ; 0.465776
0.745591 ; 0.464273
0.726316 ; 0.462685
0.707841 ; 0.461016
0.690109 ; 0.459269
0.673072 ; 0.457446
0.656685 ; 0.45555
0.640906 ; 0.453583
0.625699 ; 0.451549
0.611029 ; 0.44945
0.596865 ; 0.447288
0.583179 ; 0.445066
0.569944 ; 0.442786
0.557136 ; 0.44045
0.544733 ; 0.438061
0.532715 ; 0.435622
0.521061 ; 0.433133
0.509754 ; 0.430598
0.498778 ; 0.428018
0.488117 ; 0.425396
0.477757 ; 0.422734
0.467684 ; 0.420033
0.457886 ; 0.417295
0.448352 ; 0.414522
0.439069 ; 0.411717
0.430029 ; 0.40888
0.421221 ; 0.406014
0.412635 ; 0.403121
0.404264 ; 0.400201
0.3961 ; 0.397257
0.388134 ; 0.394289
0.380359 ; 0.391301
0.372769 ; 0.388292
0.365357 ; 0.385265
0.358116 ; 0.382221
0.351042 ; 0.379161
0.344128 ; 0.376087
0.337369 ; 0.373
0.33076 ; 0.369901
0.324297 ; 0.366792
0.317974 ; 0.363673
0.311788 ; 0.360546
0.305734 ; 0.357411
0.299808 ; 0.354271
0.294006 ; 0.351126
0.288326 ; 0.347977
0.282763 ; 0.344825
0.277313 ; 0.341671
0.271975 ; 0.338517
0.266744 ; 0.335362
0.261619 ; 0.332208
0.256595 ; 0.329055
0.251671 ; 0.325905
0.246843 ; 0.322759
0.242109 ; 0.319616
0.237467 ; 0.316478
0.232915 ; 0.313346
0.22845 ; 0.31022
0.22407 ; 0.307101
0.219773 ; 0.303989
0.215556 ; 0.300886
0.211419 ; 0.297792
0.207359 ; 0.294707
0.203375 ; 0.291631
0.199464 ; 0.288567
0.195625 ; 0.285513
0.191856 ; 0.282471
0.188156 ; 0.279441
0.184523 ; 0.276424
0.180956 ; 0.273419
0.177454 ; 0.270428
0.174014 ; 0.26745
0.170635 ; 0.264487
0.167317 ; 0.261538
0.164058 ; 0.258604
0.160857 ; 0.255686
0.157713 ; 0.252783
0.154624 ; 0.249896
0.151589 ; 0.247025
0.148607 ; 0.244171
0.145678 ; 0.241333
0.1428 ; 0.238513
0.139972 ; 0.23571
0.137193 ; 0.232924
0.134462 ; 0.230156
0.131779 ; 0.227406
0.129142 ; 0.224674
0.126551 ; 0.221961
0.124005 ; 0.219266
0.121502 ; 0.216589
0.119043 ; 0.213932
0.116626 ; 0.211294
0.114251 ; 0.208674
0.111917 ; 0.206074
0.109622 ; 0.203494
0.107368 ; 0.200932
0.105152 ; 0.198391
0.102974 ; 0.195869
0.100833 ; 0.193367
0.0987296 ; 0.190884
0.0966622 ; 0.188422
0.0946305 ; 0.18598
0.0926337 ; 0.183557
0.0906715 ; 0.181155
0.0887431 ; 0.178773
0.086848 ; 0.176411
0.0849858 ; 0.174069
0.0831559 ; 0.171747
0.0813578 ; 0.169446
0.0795909 ; 0.167165
0.0778549 ; 0.164904
0.0761492 ; 0.162663
0.0744733 ; 0.160442
0.0728268 ; 0.158242
0.0712094 ; 0.156062
0.0696204 ; 0.153902
0.0680595 ; 0.151763
0.0665263 ; 0.149643
0.0650204 ; 0.147544
0.0635413 ; 0.145465
0.0620887 ; 0.143405
0.0606622 ; 0.141366
0.0592614 ; 0.139347
0.057886 ; 0.137348
0.0565355 ; 0.135368
0.0552097 ; 0.133409
0.0539081 ; 0.131469
0.0526305 ; 0.129549
0.0513764 ; 0.127648
0.0501456 ; 0.125767
0.0489377 ; 0.123906
0.0477525 ; 0.122064
0.0465895 ; 0.120241
0.0454486 ; 0.118438
0.0443293 ; 0.116654
0.0432314 ; 0.114889
0.0421546 ; 0.113143
0.0410986 ; 0.111416
0.040063 ; 0.109708
0.0390478 ; 0.108019
0.0380524 ; 0.106348
0.0370768 ; 0.104697
0.0361205 ; 0.103063
0.0351834 ; 0.101449
0.0342651 ; 0.0998523
0.0333654 ; 0.0982742
0.0324841 ; 0.0967143
0.0316209 ; 0.0951725
0.0307755 ; 0.0936487
0.0299477 ; 0.0921428
0.0291373 ; 0.0906547
0.028344 ; 0.0891844
0.0275675 ; 0.0877316
0.0268076 ; 0.0862964
0.0260641 ; 0.0848785
0.0253367 ; 0.083478
0.0246253 ; 0.0820946
0.0239295 ; 0.0807284
0.0232492 ; 0.0793792
0.0225841 ; 0.0780468
0.021934 ; 0.0767312
0.0212986 ; 0.0754323
0.0206778 ; 0.07415
0.0200714 ; 0.0728842
0.019479 ; 0.0716347
0.0189005 ; 0.0704014
0.0183357 ; 0.0691843
0.0177844 ; 0.0679832
0.0172462 ; 0.0667981
0.0167212 ; 0.0656287
0.0162089 ; 0.064475
0.0157092 ; 0.0633369
0.0152219 ; 0.0622143
0.0147468 ; 0.0611071
0.0142837 ; 0.0600151
0.0138324 ; 0.0589382
0.0133927 ; 0.0578763
0.0129643 ; 0.0568294
0.012547 ; 0.0557972
0.0121408 ; 0.0547797
0.0117453 ; 0.0537767
0.0113604 ; 0.0527882
0.0109858 ; 0.051814
0.0106215 ; 0.050854
0.0102671 ; 0.0499081
0.00992247 ; 0.0489762
0.00958747 ; 0.0480581
0.00926188 ; 0.0471538
0.0089455 ; 0.046263
0.00863815 ; 0.0453858
0.00833965 ; 0.0445219
0.00804981 ; 0.0436712
0.00776844 ; 0.0428337
0.00749538 ; 0.0420092
0.00723042 ; 0.0411976
0.00697341 ; 0.0403987
0.00672416 ; 0.0396125
